id,description,code,name,keywords
6406,"Hipólito Yrigoyen, Buenos Aires",06406,Hipólito Yrigoyen ,06406
42077,"Hucal, La Pampa",42077,Hucal ,42077
58049,"Huiliches, Neuquén",58049,Huiliches,58049
38028,"Humahuaca, Jujuy",38028,Humahuaca,38028
6408,"Hurlingham, Buenos Aires",06408,Hurlingham  ,06408
70049,"Iglesia, San Juan",70049,Iglesia  ,70049
54063,"Iguazú, Misiones",54063,Iguazú,54063
22070,"Independencia, Chaco",22070,Independencia  ,22070
46105,"Independencia, La Rioja",46105,Independencia  ,46105
82056,"Iriondo, Santa Fe",82056,Iriondo  ,82056
66070,"Iruya, Salta",66070,Iruya ,66070
14049,"Ischilín, Córdoba",14049,Ischilín ,14049
94021,"Islas del Atlántico Sur, Tierra del Fuego",94021,Islas del Atlántico Sur ,94021
30063,"Islas del Ibicuy, Entre Ríos",30063,Islas del Ibicuy  ,30063
18077,"Itatí, Corrientes",18077,Itatí ,18077
6410,"Ituzaingó, Buenos Aires",06410,Ituzaingó,06410
18084,"Ituzaingó, Corrientes",18084,Ituzaingó,18084
70056,"Jáchal, San Juan",70056,Jáchal,70056
86091,"Jiménez, Santiago del Estero",86091,Jiménez  ,86091
6412,"José C. Paz, Buenos Aires",06412,José C. Paz ,06412
90042,"Juan Bautista Alberdi, Tucumán",90042,Juan Bautista Alberdi,90042
86098,"Juan F. Ibarra, Santiago del Estero",86098,Juan F. Ibarra ,86098
74056,"Juan Martín de Pueyrredón, San Luis",74056,Juan Martín de Pueyrredón  ,74056
14056,"Juárez Celman, Córdoba",14056,Juárez Celman  ,14056
6413,"Junín, Buenos Aires",06413,Junín ,06413
50035,"Junín, Mendoza",50035,Junín ,50035
74049,"Junín, San Luis",74049,Junín ,74049
66077,"La Caldera, Salta",66077,La Caldera  ,66077
66084,"La Candelaria, Salta",66084,La Candelaria  ,66084
74056,"La Capital, San Luis",74056,La Capital  ,74056
82063,"La Capital, Santa Fe",82063,La Capital  ,82063
90049,"La Cocha, Tucumán",90049,La Cocha ,90049
6420,"La Costa, Buenos Aires",06420,La Costa ,06420
6427,"La Matanza, Buenos Aires",06427,La Matanza  ,06427
10070,"La Paz, Catamarca",10070,La Paz,10070
30070,"La Paz, Entre Ríos",30070,La Paz,30070
50042,"La Paz, Mendoza",50042,La Paz,50042
6441,"La Plata, Buenos Aires",06441,La Plata ,06441
66091,"La Poma, Salta",66091,La Poma  ,66091
66098,"La Viña, Salta",66098,La Viña  ,66098
58056,"Lácar, Neuquén",58056,Lácar ,58056
78028,"Lago Argentino, Santa Cruz",78028,Lago Argentino ,78028
78035,"Lago Buenos Aires, Santa Cruz",78035,Lago Buenos Aires ,78035
34021,"Laishi, Formosa",34021,Laishi,34021
26056,"Languiñeo, Chubut",26056,Languiñeo,26056
6434,"Lanús, Buenos Aires",06434,Lanús ,06434
6448,"Laprida, Buenos Aires",06448,Laprida  ,06448
82070,"Las Colonias, Santa Fe",82070,Las Colonias,82070
6455,"Las Flores, Buenos Aires",06455,Las Flores  ,06455
50049,"Las Heras, Mendoza",50049,Las Heras,50049
18091,"Lavalle, Corrientes",18091,Lavalle  ,18091
50056,"Lavalle, Mendoza",50056,Lavalle  ,50056
90056,"Leales, Tucumán",90056,Leales,90056
6462,"Leandro N. Alem, Buenos Aires",06462,Leandro N. Alem,06462
54070,"Leandro N. Alem, Misiones",54070,Leandro N. Alem,54070
38035,"Ledesma, Jujuy",38035,Ledesma  ,38035
22077,"Libertad , Chaco",22077,Libertad ,22077
22077,"Libertad, Chaco",22077,Libertad ,22077
22084,"Libertador General San Martín, Chaco",22084,Libertador General San Martín ,22084
54077,"Libertador General San Martín, Misiones",54077,Libertador General San Martín ,54077
74063,"Libertador General San Martín, San Luis",74063,Libertador General San Martín ,74063
42084,"Lihuel Calel, La Pampa",42084,Lihuel Calel,42084
42091,"Limay Mahuida, La Pampa",42091,Limay Mahuida  ,42091
6469,"Lincoln, Buenos Aires",06469,Lincoln  ,06469
6476,"Lobería, Buenos Aires",06476,Lobería  ,06476
6483,"Lobos, Buenos Aires",06483,Lobos ,06483
6490,"Lomas de Zamora, Buenos Aires",06490,Lomas de Zamora,06490
58063,"Loncopué, Neuquén",58063,Loncopué ,58063
86105,"Loreto, Santiago del Estero",86105,Loreto,86105
66105,"Los Andes, Salta",66105,Los Andes,66105
58070,"Los Lagos, Neuquén",58070,Los Lagos,58070
42098,"Loventué, La Pampa",42098,Loventué ,42098
50063,"Luján de Cuyo, Mendoza",50063,Luján de Cuyo  ,50063
6497,"Luján, Buenos Aires",06497,Luján ,06497
90063,"Lules, Tucumán",90063,Lules ,90063
78042,"Magallanes, Santa Cruz",78042,Magallanes  ,78042
6505,"Magdalena, Buenos Aires",06505,Magdalena,06505
6511,"Maipú, Buenos Aires",06511,Maipú ,06511
22091,"Maipú, Chaco",22091,Maipú ,22091
50070,"Maipú, Mendoza",50070,Maipú ,50070
50077,"Malargüe, Mendoza",50077,Malargüe ,50077
6515,"Malvinas Argentinas, Buenos Aires",06515,Malvinas Argentinas  ,06515
6518,"Mar Chiquita, Buenos Aires",06518,Mar Chiquita,06518
42105,"Maracó, La Pampa",42105,Maracó,42105
14063,"Marcos Juárez, Córdoba",14063,Marcos Juárez  ,14063
6525,"Marcos Paz, Buenos Aires",06525,Marcos Paz  ,06525
26063,"Mártires, Chubut",26063,Mártires ,26063
34028,"Matacos, Formosa",34028,Matacos  ,34028
22098,"Mayor Luis J. Fontana, Chaco",22098,Mayor Luis J. Fontana,22098
18098,"Mburucuyá, Corrientes",18098,Mburucuyá,18098
6532,"Mercedes, Buenos Aires",06532,Mercedes ,06532
18105,"Mercedes, Corrientes",18105,Mercedes ,18105
6539,"Merlo, Buenos Aires",06539,Merlo ,06539
66112,"Metán, Salta",66112,Metán ,66112
14070,"Minas, Córdoba",14070,Minas ,14070
58077,"Minas, Neuquén",58077,Minas ,58077
86112,"Mitre, Santiago del Estero",86112,Mitre ,86112
66119,"Molinos, Salta",66119,Molinos  ,66119
18112,"Monte Caseros, Corrientes",18112,Monte Caseros  ,18112
6553,"Monte Hermoso, Buenos Aires",06553,Monte Hermoso  ,06553
6547,"Monte, Buenos Aires",06547,Monte ,06547
54084,"Montecarlo, Misiones",54084,Montecarlo  ,54084
90070,"Monteros, Tucumán",90070,Monteros ,90070
6560,"Moreno, Buenos Aires",06560,Moreno,06560
86119,"Moreno, Santiago del Estero",86119,Moreno,86119
6568,"Morón, Buenos Aires",06568,Morón ,06568
6574,"Navarro, Buenos Aires",06574,Navarro  ,06574
6581,"Necochea, Buenos Aires",06581,Necochea ,06581
30077,"Nogoyá, Entre Ríos",30077,Nogoyá,30077
58084,"Ñorquín, Neuquén",58084,Ñorquín  ,58084
62056,"Ñorquinco, Río Negro",62056,Ñorquinco,62056
54091,"Oberá, Misiones",54091,Oberá ,54091
22112,"O'Higgins, Chaco",22112,O'Higgins,22112
86126,"Ojo de Agua, Santiago del Estero",86126,Ojo de Agua ,86126
6595,"Olavarría, Buenos Aires",06595,Olavarría,06595
66126,"Orán, Salta",66126,Orán  ,66126
10077,"Paclín, Catamarca",10077,Paclín,10077
38042,"Palpalá, Jujuy",38042,Palpalá  ,38042
30084,"Paraná, Entre Ríos",30084,Paraná,30084
26070,"Paso de Indios, Chubut",26070,Paso de Indios ,26070
18119,"Paso de los Libres, Corrientes",18119,Paso de los Libres,18119
6602,"Patagones, Buenos Aires",06602,Patagones,06602
34035,"Patiño, Formosa",34035,Patiño,34035
6609,"Pehuajó, Buenos Aires",06609,Pehuajó  ,06609
58091,"Pehuenches, Neuquén",58091,Pehuenches  ,58091
6616,"Pellegrini, Buenos Aires",06616,Pellegrini  ,06616
86133,"Pellegrini, Santiago del Estero",86133,Pellegrini  ,86133
6623,"Pergamino, Buenos Aires",06623,Pergamino,06623
62063,"Pichi Mahuida, Río Negro",62063,Pichi Mahuida  ,62063
58098,"Picún Leufú, Neuquén",58098,Picún Leufú ,58098
58105,"Picunches, Neuquén",58105,Picunches,58105
6630,"Pila, Buenos Aires",06630,Pila  ,06630
34042,"Pilagás, Formosa",34042,Pilagás  ,34042
6638,"Pilar, Buenos Aires",06638,Pilar ,06638
62070,"Pilcaniyeu, Río Negro",62070,Pilcaniyeu  ,62070
34049,"Pilcomayo, Formosa",34049,Pilcomayo,34049
6644,"Pinamar, Buenos Aires",06644,Pinamar  ,06644
34056,"Pirané, Formosa",34056,Pirané,34056
14077,"Pocho, Córdoba",14077,Pocho ,14077
70070,"Pocito, San Juan",70070,Pocito,70070
10084,"Pomán, Catamarca",10084,Pomán ,10084
22119,"Presidencia de la Plaza, Chaco",22119,Presidencia de la Plaza ,22119
6648,"Presidente Perón, Buenos Aires",06648,Presidente Perón  ,06648
14084,"Presidente Roque Sáenz Peña, Córdoba",14084,Presidente Roque Sáenz Peña,14084
6651,"Puán, Buenos Aires",06651,Puán  ,06651
42112,"Puelén, La Pampa",42112,Puelén,42112
14091,"Punilla, Córdoba",14091,Punilla  ,14091
6655,"Punta Indio, Buenos Aires",06655,Punta Indio ,06655
86140,"Quebrachos, Santiago del Estero",86140,Quebrachos  ,86140
42119,"Quemú Quemú, La Pampa",42119,Quemú Quemú ,42119
6658,"Quilmes, Buenos Aires",06658,Quilmes  ,06658
22133,"Quitilipi, Chaco",22133,Quitilipi,22133
6665,"Ramallo, Buenos Aires",06665,Ramallo  ,06665
34063,"Ramón Lista, Formosa",34063,Ramón Lista ,34063
42126,"Rancul, La Pampa",42126,Rancul,42126
6672,"Rauch, Buenos Aires",06672,Rauch ,06672
26077,"Rawson, Chubut",26077,Rawson,26077
70077,"Rawson, San Juan",70077,Rawson,70077
42133,"Realicó, La Pampa",42133,Realicó  ,42133
38049,"Rinconada, Jujuy",38049,Rinconada,38049
78049,"Río Chico, Santa Cruz",78049,Río Chico,78049
90077,"Río Chico, Tucumán",90077,Río Chico,90077
14098,"Río Cuarto, Córdoba",14098,Río Cuarto  ,14098
94007,"Río Grande, Tierra del Fuego",94007,Río Grande  ,94007
86147,"Río Hondo, Santiago del Estero",86147,Río Hondo,86147
14105,"Río Primero, Córdoba",14105,Río Primero ,14105
14112,"Río Seco, Córdoba",14112,Río Seco ,14112
14119,"Río Segundo , Córdoba",14119,Río Segundo ,14119
26084,"Rio Senguer, Chubut",26084,Rio Senguer ,26084
26084,"Río Senguer, Chubut",26084,Río Senguer ,26084
6679,"Rivadavia, Buenos Aires",06679,Rivadavia,06679
50084,"Rivadavia, Mendoza",50084,Rivadavia,50084
66133,"Rivadavia, Salta",66133,Rivadavia,66133
70084,"Rivadavia, San Juan",70084,Rivadavia,70084
86154,"Rivadavia, Santiago del Estero",86154,Rivadavia,86154
86161,"Robles, Santiago del Estero",86161,Robles,86161
6686,"Rojas, Buenos Aires",06686,Rojas ,06686
6693,"Roque Pérez, Buenos Aires",06693,Roque Pérez ,06693
82084,"Rosario , Santa Fe",82084,Rosario  ,82084
66140,"Rosario de la Frontera, Salta",66140,Rosario de la Frontera  ,66140
66147,"Rosario de Lerma, Salta",66147,Rosario de Lerma  ,66147
46112,"Rosario Vera Peñaloza, La Rioja",46112,Rosario Vera Peñaloza,46112
82084,"Rosario, Santa Fe",82084,Rosario  ,82084
6700,"Saavedra, Buenos Aires",06700,Saavedra ,06700
18126,"Saladas, Corrientes",18126,Saladas  ,18126
6707,"Saladillo, Buenos Aires",06707,Saladillo,06707
86168,"Salavina, Santiago del Estero",86168,Salavina ,86168
6721,"Salliqueló, Buenos Aires",06721,Salliqueló  ,06721
6714,"Salto, Buenos Aires",06714,Salto ,06714
14126,"San Alberto, Córdoba",14126,San Alberto ,14126
6728,"San Andrés de Giles, Buenos Aires",06728,San Andrés de Giles  ,06728
6735,"San Antonio de Areco, Buenos Aires",06735,San Antonio de Areco ,06735
38056,"San Antonio, Jujuy",38056,San Antonio ,38056
62077,"San Antonio, Río Negro",62077,San Antonio ,62077
46119,"San Blas de los Sauces, La Rioja",46119,San Blas de los Sauces  ,46119
50091,"San Carlos, Mendoza",50091,San Carlos  ,50091
66154,"San Carlos, Salta",66154,San Carlos  ,66154
6742,"San Cayetano, Buenos Aires",06742,San Cayetano,06742
18133,"San Cosme, Corrientes",18133,San Cosme,18133
82091,"San Cristóbal, Santa Fe",82091,San Cristóbal  ,82091
6749,"San Fernando, Buenos Aires",06749,San Fernando,06749
22140,"San Fernando, Chaco",22140,San Fernando,22140
54098,"San Ignacio, Misiones",54098,San Ignacio ,54098
6756,"San Isidro, Buenos Aires",06756,San Isidro  ,06756
